ID	V6	V7	V9	V11	P6	P7	P9	P11	T6	T7	T9	T11	age6	sex	race	moedu	moeducat	faedu	faeducat
170	20.7142857143	28.2886904762	33.5714285714	46.875	21.5404822216	31.0586124402	34.7215967727	64.5024157989	21.1273839679	29.6736514582	34.1465126721	55.6887078994	6.66666666667	2	1	3	1	2	2
173	21.6964285714	23.0654761905	24.880952381	35.6696428571	13.5910967258	25.7058588986	38.474176752	38.978562717	17.6437626486	24.3856675445	31.6775645665	37.324102787	6.41666666667	2	1	3	1	2	2
174	21.2797619048	27.4553571429	28.8095238095	45.7738095238	19.5017121681	28.3550286143	39.4531616474	50.2537761516	20.3907370364	27.9051928786	34.1313427285	48.0137928377	6.75	1	1	3	1	3	1
175	17.0833333333	22.1577380952	31.8452380952	43.7202380952	7.82390468149	22.7534243362	25.9085045501	53.310699878	12.4536190074	22.4555812157	28.8768713227	48.5154689866	6.58333333333	1	2	4	0	6	0
176	18.9880952381	27.3214285714	25.5208333333	41.7857142857	25.79181912	30.9788676236	42.4344450699	50.0948728774	22.389957179	29.1501480975	33.9776392016	45.9402935815	5.83333333333	2	1	3	1	2	2
177	26.7410714286	37.2916666667	44.1071428571	53.5714285714	36.357890046	57.1187494136	66.4893517215	78.7142321043	31.5494807373	47.2052080402	55.2982472893	66.1428303379	6.41666666667	1	1	3	1	2	2
178	17.0982142857	19.7023809524	25.6398809524	39.2857142857	17.8038512056	29.7490383713	52.1536964068	53.4242189699	17.4510327456	24.7257096619	38.8967886796	46.3549666278	6.58333333333	1	2	3	1	6	0
179	13.7946428571	15.2529761905	23.7797619048	31.4732142857	12.151350971	23.6424617694	30.3588516746	41.4030396848	12.9729969141	19.4477189799	27.0693067897	36.4381269852	6.0	2	2	4	0	5	0
180	14.8214285714	34.3154761905	35.193452381	46.1904761905	28.373557557	45.0799793602	47.8504081058	60.2377099165	21.5974930642	39.6977277753	41.5219302434	53.2140930535	6.08333333333	2	1	2	2	2	2
181	13.8541666667	25.193452381	23.5714285714	31.8452380952	6.413476874	16.8921803171	17.4593066892	38.7616099071	10.1338217703	21.042816349	20.5153676303	35.3034240012	5.75	2	2	3	1	5	0
183	10.7142857143	21.6964285714	27.2619047619	35.3571428571	16.2062576227	26.583051881	40.9638568346	45.9571723426	13.4602716685	24.1397402262	34.1128807983	40.6571575999	6.41666666667	1	2	6	0	3	1
184	20.1785714286	27.1577380952	33.3482142857	50.2529761905	23.8095740689	39.2769021484	32.8818369453	55.6537902242	21.9940727487	33.2173201218	33.1150256155	52.9533832073	6.0	1	1	2	2	1	2
185	32.6041666667	39.8511904762	42.619047619	54.6428571429	20.4241720612	37.4298714701	46.0173327704	65.8075335397	26.5141693639	38.6405309732	44.3181901947	60.2251953413	6.16666666667	2	1	2	2	3	1
186	18.3928571429	21.0267857143	35.4761904762	36.4583333333	17.7503752697	25.9866075617	37.5784548269	43.3379069331	18.0716162063	23.506696638	36.5273226515	39.8981201332	6.16666666667	2	1	3	1	3	1
187	9.97023809524	16.7857142857	21.7410714286	19.0625	12.7102683179	24.0687447228	31.4417393752	30.5433201989	11.3402532065	20.4272295042	26.5914054019	24.8029100994	5.91666666667	2	2	4	0	4	0
188	19.3452380952	25.9821428571	32.7976190476	40.1041666667	18.5591987991	19.1422741345	34.4223191669	52.4756074679	18.9522184472	22.5622084958	33.6099691073	46.2898870673	6.08333333333	1	2	4	0	6	0
189	20.7589285714	27.0535714286	34.0029761905	49.1220238095	33.4738249367	35.7386949995	52.2909044	58.7435500516	27.1163767541	31.3961332141	43.1469402953	53.9327869306	6.25	2	1	2	2	2	2
190	24.1517857143	24.255952381	33.1398809524	52.2470238095	28.1581292804	37.0035885167	43.6356600056	61.9732151234	26.1549574974	30.6297704488	38.387770479	57.1101194664	5.91666666667	1	1	2	2	2	2
191	22.2916666667	26.1458333333	30.9970238095	47.1130952381	22.6449479313	30.7742283516	46.9417862839	65.2443944085	22.468307299	28.4600308425	38.9694050467	56.1787448233	5.91666666667	1	1	3	1	1	2
192	28.3333333333	32.5	44.0773809524	61.4583333333	31.4879444601	33.11942959	45.1288816962	59.8788582419	29.9106388967	32.809714795	44.6031313243	60.6685957876	6.25	1	1	2	2	3	1
193	16.369047619	25.9821428571	30.744047619	37.5892857143	7.72621728117	19.5232901773	42.3557556994	43.3286424618	12.0476324501	22.7527165172	36.5499016592	40.458964088	5.66666666667	2	1	3	1	3	1
194	15.0595238095	16.681547619	27.3511904762	34.6130952381	15.2637442537	25.5742799512	32.1378647153	48.05715827	15.1616340316	21.1279137851	29.7445275957	41.3351267541	5.66666666667	2	2	6	0	6	0
195	10.0892857143	17.7380952381	17.1428571429	21.2797619048	2.42389060888	8.13655127123	17.7719532789	23.9858335679	6.25658816158	12.9373232547	17.4574052109	22.6327977363	5.83333333333	1	2	3	1	4	0
196	18.3630952381	12.9613095238	26.5476190476	29.4791666667	17.0017121681	20.2719532789	39.0294586734	57.1094849423	17.6824037031	16.6166314014	32.7885388605	43.2943258045	6.0	1	2	6	0	3	1
197	13.125	17.0386904762	23.630952381	22.8422619048	0.0	7.82695374801	7.80795571817	10.2637442537	6.5625	12.4328221121	15.7194540496	16.5530030792	5.58333333333	2	2	5	0	5	0
198	18.4077380952	23.0505952381	35.1339285714	47.4107142857	21.5245332583	33.3137489446	41.3397129187	55.8013181349	19.9661356768	28.1821720913	38.236820745	51.6060162103	6.58333333333	2	1	2	2	3	1
199	15.9523809524	30.1339285714	32.6339285714	43.4375	17.6583169153	25.4323810864	44.1467304625	57.2729618163	16.8053489338	27.7831548289	38.390329517	50.3552309082	6.08333333333	2	1	3	1	3	1
200	6.59226190476	18.5119047619	28.556547619	31.056547619	9.01374425368	17.8387981987	35.1489351722	47.8195656253	7.80300307922	18.1753514803	31.8527413956	39.4380566222	5.91666666667	1	2	3	1	3	1
202	18.1398809524	26.9196428571	37.1130952381	54.3303571429	14.9726756731	18.7412046158	35.9948165869	51.9048456703	16.5562783128	22.8304237365	36.5539559125	53.1176014066	5.91666666667	1	1	3	1	3	1
203	21.6517857143	24.7321428571	28.7946428571	42.7827380952	22.3641992682	30.837437846	46.3659817994	65.3261328455	22.0079924913	27.7847903515	37.5803123283	54.0544354704	5.75	1	1	3	1	2	2
207	15.9970238095	20.5952380952	26.2946428571	38.8095238095	16.2006285768	15.8571395065	29.8857772774	38.9256731401	16.0988261932	18.2261888009	28.0902100673	38.8675984748	6.25	1	2	6	0	7	0
208	18.943452381	17.0833333333	24.8363095238	29.3452380952	13.2594521062	20.4323810864	31.0487616099	45.0049254151	16.1014522436	18.7578572099	27.9425355669	37.1750817552	6.41666666667	2	1	5	0	5	0
209	18.3630952381	30.4613095238	28.4226190476	41.2797619048	21.9549207243	18.68772868	37.7492025518	40.6671592082	20.1590079812	24.5745191019	33.0859107997	40.9734605565	6.0	2	2	3	1	6	0
210	16.5178571429	18.1398809524	27.6488095238	34.7767857143	10.0580495356	21.8813913125	38.3934937611	53.8252884886	13.2879533392	20.0106361324	33.0211516425	44.3010371014	5.58333333333	1	2	4	0	6	0
211	19.5386904762	26.3244047619	30.744047619	40.5803571429	14.3546533446	20.182943991	21.3439347031	41.9865841073	16.9466719104	23.2536743764	26.0439911611	41.2834706251	6.0	2	1	4	0	5	0
212	28.4226190476	28.6607142857	39.9107142857	43.6160714286	24.3555915189	32.0637489446	47.9522000188	49.7626418989	26.3891052833	30.3622316151	43.9314571522	46.6893566637	6.08333333333	2	1	3	1	2	2
213	29.3601190476	32.1428571429	41.4136904762	56.1607142857	25.3037339338	22.6278262501	24.0393095037	36.8235763205	27.3319264907	27.3853416965	32.7264999899	46.4921453031	6.41666666667	2	1	3	1	4	0
215	13.1101190476	18.3482142857	18.5416666667	38.6458333333	11.6073271414	27.7698423867	42.3779200675	59.3256872127	12.3587230945	23.0590283362	30.4597933671	48.985760273	5.66666666667	1	1	3	1	3	1
216	26.6369047619	26.0863095238	34.3601190476	44.3898809524	25.5639600338	37.4956609438	37.4016089689	67.0625762267	26.1004323978	31.7909852338	35.8808640083	55.7262285895	5.75	2	1	2	2	1	2
219	23.5863095238	26.5178571429	29.4196428571	41.8601190476	22.5981564875	35.6446430247	44.4264236795	46.8374143916	23.0922330056	31.0812500838	36.9230332683	44.3487667196	5.83333333333	2	2	2	2	2	2
221	31.1160714286	28.2291666667	35.8630952381	59.0476190476	30.3382118398	33.9359930575	48.7379210057	64.7472792945	30.7271416342	31.0825798621	42.3005081219	61.8974491711	5.66666666667	1	1	3	1	3	1
222	20.0297619048	20.6994047619	30.1339285714	33.7202380952	9.21275447978	15.0899474622	24.4816586922	30.2332535885	14.6212581923	17.8946761121	27.3077936318	31.9767458419	6.5	1	2	4	0	5	0
223	8.66071428571	17.3511904762	27.5595238095	28.1845238095	13.6980485974	20.3321137067	30.7316586922	31.8036401163	11.1793814416	18.8416520915	29.1455912509	29.9940819629	5.66666666667	2	2	5	0	6	0
227	15.3273809524	23.0208333333	33.6160714286	44.5833333333	10.778450136	21.684843794	32.3656065297	51.7926165682	13.0529155442	22.3528385637	32.9908389791	48.1879749507	5.58333333333	1	2	2	2	2	2
228	12.4255952381	19.1964285714	27.1130952381	37.7380952381	15.3424336242	20.8051881039	30.2853222629	42.7414626138	13.8840144311	20.0008083377	28.6992087505	40.2397789259	5.75	2	1	2	2	1	2
230	23.1845238095	33.75	46.7708333333	66.6071428571	20.0698939863	37.7486161929	49.7334412234	62.9979360165	21.6272088979	35.7493080964	48.2521372784	64.8025394368	6.08333333333	1	1	3	1	5	0
231	26.7113095238	24.5238095238	31.4732142857	55.8035714286	22.0232901773	24.6050286143	36.4888826344	39.7252321981	24.3672998506	24.5644190691	33.9810484601	47.7644018134	5.75	1	1	1	2	2	2
232	27.5595238095	33.4821428571	40.0892857143	58.8244047619	20.1927948213	30.5304203021	39.8774509804	48.7399146261	23.8761593154	32.0062815796	39.9833683473	53.782159694	5.75	1	1	1	2	2	2
235	15.4613095238	22.5148809524	32.0535714286	39.1220238095	12.0752415799	21.4870062858	47.3331222441	51.3798198705	13.7682755518	22.0009436191	39.6933468363	45.25092184	6.16666666667	1	1	3	1	3	1
236	21.3988095238	29.7172619048	36.6071428571	69.5238095238	46.5821137067	55.7361150202	64.9885073647	86.6450886575	33.9904616153	42.7266884625	50.7978251109	78.0844490906	6.5	2	1	2	2	2	2
238	17.1577380952	16.9196428571	28.6607142857	34.9404761905	14.6539309504	25.1984238672	41.0914485411	46.4153532226	15.9058345228	21.0590333621	34.8760814134	40.6779147066	6.25	1	2	6	0	4	0
239	20.6547619048	26.7113095238	33.6607142857	57.6785714286	14.4991321888	48.1235341026	58.2900600432	66.1042311662	17.5769470468	37.4174218132	45.9753871644	61.8914012974	5.83333333333	1	1	2	2	2	2
240	22.0982142857	29.6875	38.4226190476	55.2380952381	19.8199878037	33.7786143165	51.0728023267	68.950182944	20.9591010447	31.7330571583	44.7477106871	62.094139091	5.66666666667	1	1	2	2	3	1
241	14.7470238095	20.6547619048	27.1279761905	38.8988095238	12.6820058167	24.5160193264	34.8552866123	45.425931138	13.7145148131	22.5853906156	30.9916314014	42.1623703309	6.33333333333	1	2	3	1	3	1
243	30.8630952381	32.4553571429	40.7738095238	56.369047619	36.2159911812	44.300473778	53.2371704663	70.9623323013	33.5395432096	38.3779154604	47.005489995	63.6656899602	6.25	2	1	2	2	2	2
244	22.4404761905	38.1398809524	38.75	55.8333333333	18.5704568909	28.543132564	34.7067032555	43.8366638521	20.5054665407	33.3415067582	36.7283516277	49.8349985927	6.25	2	2	3	1	6	0
246	15.4761904762	32.1577380952	34.494047619	51.1755952381	19.8991462614	31.2626653532	40.1930293649	50.5837789661	17.6876683688	31.7102017242	37.343538492	50.8796871021	5.83333333333	2	1	2	2	3	1
247	26.5773809524	25.3273809524	36.0267857143	40.2678571429	7.36373018107	12.1220330237	17.6300544141	23.3477577634	16.9705555667	18.7247069881	26.8284200642	31.8078074531	5.91666666667	1	2	3	1	6	0
248	18.5119047619	19.1517857143	31.5773809524	39.1220238095	16.7811239328	18.8934233981	37.2092832348	38.4304343747	17.6465143474	19.0226045562	34.3933320936	38.7762290921	5.91666666667	2	2	6	0	6	0
250	17.7232142857	25.3571428571	31.5625	38.244047619	11.1512571536	15.2195327892	37.0564780936	46.4219204428	14.4372357196	20.2883378232	34.3094890468	42.3329840309	5.5	2	2	3	1	3	1
251	6.10119047619	20.5654761905	21.681547619	40.9523809524	4.70588235294	12.151350971	22.3389858336	28.7575053945	5.40353641457	16.3584135807	22.0102667263	34.8549431734	5.75	2	2	5	0	6	0
252	20.0297619048	27.2470238095	30.0148809524	39.4642857143	15.9069800169	29.212050849	38.2216905901	54.7323857773	17.9683709608	28.2295373293	34.1182857712	47.0983357458	5.75	1	2	4	0	#	#
254	19.1964285714	28.0952380952	24.6428571429	34.255952381	15.0899474622	31.7717421897	41.2579744817	52.2462238484	17.1431880168	29.9334901425	32.9504158123	43.2510881147	6.25	1	2	4	0	3	1
255	20.7142857143	26.875	29.4196428571	48.6755952381	19.9912046158	39.7750727085	43.5147527911	58.8227085092	20.3527451651	33.3250363543	36.4671978241	53.7491518737	5.91666666667	2	1	3	1	2	2
256	32.2321428571	30.6845238095	37.1279761905	60.8333333333	22.2104559527	29.630242049	38.2443240454	64.3050473778	27.2212994049	30.1573829292	37.6861501179	62.5691903556	6.33333333333	2	1	2	2	2	2
260	22.4851190476	34.6279761905	36.6964285714	43.3333333333	31.4484238672	59.5832160615	75.610516934	89.0138615255	26.9667714574	47.105596126	56.1534727527	66.1735974294	6.66666666667	2	1	2	2	2	2
265	22.2321428571	28.0357142857	37.380952381	48.8988095238	17.2171404447	22.9174875692	32.0745379492	46.8287362792	19.7246416509	25.4766009275	34.7277451651	47.8637729015	6.41666666667	1	1	3	1	3	1
267	15.7738095238	23.9583333333	26.755952381	36.6666666667	11.1378881696	24.3751759077	36.1160756168	38.1142696313	13.4558488467	24.1667546205	31.4360139989	37.390468149	6.25	2	1	5	0	6	0
270	24.2708333333	29.6577380952	37.2172619048	50.8779761905	18.8615254714	37.3789755137	35.3026784877	52.6261844451	21.5661794024	33.5183568044	36.2599701962	51.7520803178	6.33333333333	2	1	3	1	5	0
271	24.2857142857	30.3422619048	35.2529761905	54.5386904762	25.9866075617	33.1821699972	32.2724927291	61.1442208462	25.1361609237	31.762215951	33.7627344598	57.8414556612	6.0	2	1	2	2	2	2
